,coal,lignite,oil,gas
2022-03-01,39.5670849991309,26.378056666087264,105.47489833641403,108.82370686209192
2022-04-01,42.702895880410225,28.46859725360682,101.75999999999998,111.08012258494335
2022-05-01,46.19013384321225,30.793422562141497,109.33086876155267,107.08304330446367
2022-06-01,45.77563010603164,30.51708673735443,118.68865064695007,110.30649433710857
2022-07-01,52.380657048496445,34.92043803233096,112.01123844731976,132.90288607594934
2022-08-01,49.85759082217974,33.238393881453156,104.67548983364138,196.98509260493003
2022-09-01,44.00047279680168,29.33364853120112,101.57190388170054,190.98947368421048
2022-10-01,40.378070571875554,26.918713714583703,100.11415896487983,176.77405463024647
2022-11-01,32.49348861463585,21.662325743090566,97.71593345656191,134.48237708194534
2022-12-01,33.39458369546325,22.263055796975497,84.12598890942698,133.09629313790802
