utc_timestamp,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
2020-01-01 00:00:00,1160.490162319406,5768.2,1386.63,8700.4175,4063,7012.49,5549.62,42612.3075,3229.98,779.1,22162,9237.4,63142,31770.5,5219.17,1736,4083.9,3004.605,21542,1069.29,447.92,633,427.0,1005.0,11184.23,15786.89,14053.13,4972.1,5796.0,5514,14860,1167.85,2701.0
2020-01-01 01:00:00,1077.732354957892,5591.9,1317.19,8320.2725,3924,7134.25,5559.53,41487.9825,3124.34,759.2,20891,9141.2,61612,31271.5,4910.21,1631,3809.885,2848.36,20270,1031.06,430.8225,607,395.0,945.0,10984.055,15532.0,13563.78,4806.2,5621.0,5290,14595,1128.24,2658.0
2020-01-01 02:00:00,1007.2001327747839,5319.3,1221.62,8000.68,3838,6972.69,5496.27,40301.6875,3023.5,743.3,19708,9148.7,58419,29567.0,4677.46,1557,3610.155,2677.155,19148,1011.58,422.0275,595,367.0,879.0,10686.0425,15426.54,13111.76,4549.8,5523.0,4960,14204,1099.31,2574.0
2020-01-01 03:00:00,940.4296291081079,5249.1,1254.54,7795.5275,3795,7580.84,5499.57,40296.9325,2942.83,730.4,18960,9206.3,56268,26835.5,4571.97,1513,3551.7875,2524.395,18618,1031.18,416.7575,596,351.0,829.0,10489.3225,15321.06,12942.73,4296.6,5484.0,4715,14263,1089.39,2570.0
2020-01-01 04:00:00,942.310488366324,5380.8,1224.99,7783.8225,3800,7179.81,5505.09,40047.5875,2965.43,747.5,18697,9432.3,55937,24979.0,4629.67,1508,3570.1175,2466.51,18799,1056.07,420.4475,612,344.0,811.0,10579.9125,15248.27,12969.75,4122.3,5456.0,4481,14257,1115.57,2594.0
2020-01-01 05:00:00,922.561466155054,5487.0,1236.52,7846.8575,3886,7123.02,5500.11,38965.515,3069.91,759.7,18933,9419.2,56162,25267.5,4720.0,1548,3657.3675,2409.54,19690,1076.88,422.6775,629,344.0,811.0,10781.3775,15454.12,13124.85,4034.5,5453.0,4430,14453,1171.04,2626.0
2020-01-01 06:00:00,880.2421328451899,5833.3,1222.33,7752.6875,4071,7103.05,5565.16,39469.7825,3128.97,768.9,19326,9558.2,56390,27447.0,4909.1,1551,3709.675,2429.04,20272,1092.37,437.3675,632,346.0,775.0,11091.295,15880.4,13035.93,4026.1,5428.0,4370,14888,1213.51,2631.0
2020-01-01 07:00:00,886.825140248946,6143.7,1280.16,7895.54,4304,6947.14,5563.7,40198.105,3237.48,775.9,19259,9522.3,56153,28942.0,5404.74,1664,3779.2625,2480.35,20568,1113.31,441.97,637,379.0,806.0,11393.1925,16240.53,12978.09,3953.4,5493.0,4518,15327,1266.63,2698.0
2020-01-01 08:00:00,956.416932802946,6408.1,1378.75,8103.485,4443,6991.91,5945.76,42488.5125,3395.84,818.7,20008,9578.0,56766,30357.0,5983.89,1817,3871.72,2520.16,21594,1159.63,446.29,677,416.0,858.0,11710.44,16472.34,13482.56,3947.7,5533.0,4863,15502,1323.4,2819.0
2020-01-01 09:00:00,986.510680934406,6657.0,1463.55,8361.9025,4499,7167.09,6259.56,44675.1,3598.67,832.0,21791,9680.6,58512,33079.0,6549.02,1926,3920.2025,2611.97,22784,1207.68,462.9225,712,440.0,908.0,12173.5575,16792.37,14094.81,4295.1,5566.0,5114,15972,1331.23,2906.0
2020-01-01 10:00:00,1030.710873502486,6745.7,1418.05,8651.0225,4493,7544.69,6372.95,46804.285,3711.7,849.2,23172,9676.9,60243,35966.5,6656.94,1984,3986.83,2866.57,23891,1231.81,489.8725,723,445.0,950.0,12466.27,17192.19,14645.19,4712.0,5596.0,5232,16400,1339.03,3076.0
2020-01-01 11:00:00,1051.400325342864,6699.8,1405.89,8760.5725,4400,7486.56,6359.95,48182.5425,3778.43,866.2,23768,9684.3,62966,38130.0,6326.15,1952,4045.435,3102.86,24072,1240.74,503.515,729,439.0,960.0,12610.5175,17295.68,15126.64,5079.6,5611.0,5290,16540,1311.9,3031.0
2020-01-01 12:00:00,1064.5663401503782,6533.9,1431.62,8782.3175,4324,7806.47,6421.07,47870.7475,3739.62,866.0,24322,9774.8,62086,39651.5,5740.08,1852,4055.2975,3294.475,23117,1247.96,499.915,726,427.0,961.0,12679.285,17366.78,15676.05,5252.9,5616.0,5237,16734,1272.18,3023.0
2020-01-01 13:00:00,1056.102473488406,6452.4,1440.27,8569.1475,4351,7720.05,6375.35,46179.025,3711.19,909.5,24285,10113.0,59477,40167.5,5721.83,1776,4143.81,3374.625,22356,1258.98,492.0025,744,418.0,1069.0,12794.4,17581.86,15778.7,5004.0,5694.0,5137,16879,1248.97,3011.0
2020-01-01 14:00:00,1054.22161423019,6531.7,1481.63,8655.3725,4548,7594.2,6551.38,46281.44,3814.86,969.0,23049,10328.0,57900,40436.0,5812.96,1750,4264.3525,3324.175,22823,1356.99,486.8475,814,420.0,1079.0,12970.0575,17963.41,15864.66,4761.8,5925.0,5134,17391,1269.81,2940.0
2020-01-01 15:00:00,1141.6815697372422,6942.2,1606.96,8819.335,4957,7234.18,6845.91,49029.7225,4083.63,961.4,22610,10374.0,57970,41161.0,5984.31,1889,4627.7325,3278.755,24162,1409.55,498.3475,833,450.0,1057.0,13356.355,18086.04,17042.99,4715.8,6526.0,5459,18043,1338.13,3091.0
2020-01-01 16:00:00,1169.894458610486,7399.0,1686.84,9389.7575,5191,6739.95,7040.16,52925.635,4395.74,960.5,23095,10400.0,60972,43229.0,6424.17,2114,4781.0925,3458.28,27682,1407.68,529.1875,831,474.0,1074.0,14214.0625,17908.37,17353.36,4797.9,6651.0,5592,18140,1444.35,3139.0
2020-01-01 17:00:00,1179.298754901568,7427.3,1651.2,9490.5125,5127,7246.52,6983.72,53777.8725,4264.06,946.5,25336,10315.0,64213,44314.0,6448.52,2151,4756.4275,3766.825,28650,1389.06,540.965,818,477.0,1061.0,13744.55,17644.95,17432.14,5442.1,6655.0,5598,17732,1511.19,3185.0
2020-01-01 18:00:00,1178.35832527246,7259.1,1633.48,9335.095,4999,7341.09,6960.59,52517.78,4015.97,929.8,26609,10080.0,65207,42162.5,6425.15,2175,4767.695,3782.93,29097,1363.64,533.4475,809,477.0,1057.0,13611.5875,17545.27,17496.41,6069.9,6553.0,5593,17425,1485.85,3161.0
2020-01-01 19:00:00,1162.3710215776218,6901.0,1619.45,9141.14,4821,7168.89,6887.73,50418.4425,3810.05,899.5,27554,9674.3,63617,40364.5,6232.87,2169,4685.2675,3630.665,28483,1306.33,513.37,780,471.0,1039.0,13263.9525,17217.29,17222.5,6258.0,6355.0,5488,16945,1466.78,3164.0
2020-01-01 20:00:00,1153.907154915648,6538.8,1541.17,8912.37,4722,6970.6,6533.75,49024.7475,3601.2,852.3,27858,9879.0,61578,38663.0,5918.65,2170,4532.9325,3522.285,27088,1208.39,492.7375,719,466.0,1028.0,12722.8575,16827.71,16506.93,6304.5,6098.0,5497,16420,1403.18,3060.0
2020-01-01 21:00:00,1256.413984488432,6471.9,1494.78,9169.825,4468,6746.55,6503.56,48099.65,3374.6,810.6,27007,9674.7,62420,35553.0,5613.05,2070,4357.635,3355.7,25114,1109.7,496.9825,664,445.0,1133.0,12136.32,16419.56,15782.59,6129.0,5827.0,5478,15636,1307.92,2935.0
2020-01-01 22:00:00,1225.3798067278642,6096.3,1407.85,9291.7125,4151,6942.24,6241.48,45348.11,3198.34,770.0,24776,9314.8,63170,31494.0,5101.76,1868,4139.55,3147.09,22616,1033.78,478.51,621,434.0,1098.0,11475.565,15878.13,14801.14,5782.5,5567.0,5531,15063,1194.26,2811.0
2020-01-01 23:00:00,1161.430591948514,5808.9,1255.64,8825.95,3938,6836.57,5998.56,43958.925,3063.27,734.8,22419,8977.4,60536,28287.0,4624.61,1664,3866.475,3014.665,20612,975.13,457.1325,589,407.0,996.0,11059.9875,15343.08,13978.0,5216.6,5387.0,5518,14549,1155.27,2759.0
2020-01-02 00:00:00,1067.387629037702,5572.9,1207.11,8445.0725,3824,7038.29,6103.45,42522.6175,2944.5,712.7,20561,8783.2,58409,27658.0,4505.32,1518,3745.0825,2844.64,19118,951.34,434.355,572,378.0,894.0,10803.8225,15165.57,13548.89,4813.5,5287.0,5243,14297,1121.53,2654.0
2020-01-02 01:00:00,964.8807994649181,5480.5,1144.12,8130.5925,3772,7443.73,6104.8,41925.155,2930.29,704.8,19370,8633.6,57107,26051.5,4321.27,1447,3606.495,2581.845,18303,933.17,426.6225,560,352.0,857.0,10597.2575,15151.96,13335.45,4465.1,5234.0,4867,14233,1111.56,2660.0
2020-01-02 02:00:00,916.918888380406,5405.0,1143.62,7922.865,3811,7629.56,6002.6,41998.82,2968.39,703.8,18788,8681.5,54825,23377.5,4203.24,1427,3572.6875,2413.085,18123,945.52,423.2375,567,335.0,814.0,10526.4525,15135.92,13273.15,4253.4,5254.0,4606,14405,1082.81,2653.0
2020-01-02 03:00:00,893.4081476527022,5569.3,1156.07,7907.0475,3929,7320.55,6138.91,43108.0175,3012.06,725.2,18836,8907.0,54173,21577.0,4241.77,1457,3697.665,2337.555,18522,1000.43,432.7275,603,324.0,806.0,10653.345,15136.98,13678.6,4143.9,5340.0,4460,14555,1089.16,2736.0
2020-01-02 04:00:00,920.6806068968378,6104.7,1195.41,8169.83,4249,7113.39,6627.03,45426.0625,3214.05,808.9,19626,9557.0,56186,20341.5,4631.49,1576,4016.3,2360.17,19959,1185.48,459.765,689,327.0,815.0,11112.0025,15579.77,14682.0,4115.0,5495.0,4440,15104,1155.58,2901.0
2020-01-02 05:00:00,954.5360735447299,6904.3,1275.55,8979.0175,4714,7206.75,7259.62,49818.575,3679.78,916.2,22245,9945.8,59687,22368.0,5158.25,1857,4563.44,2376.465,23815,1368.13,505.58,804,337.0,879.0,12075.055,16654.18,17356.05,4220.0,5686.0,4552,16317,1232.64,3204.0
2020-01-02 06:00:00,976.165955014216,7659.8,1395.21,9519.7825,5248,6966.18,7764.76,54766.815,4249.9,1032.5,25840,10290.0,63296,26665.0,5741.29,2069,4886.2975,2591.985,27942,1499.64,566.3475,894,357.0,918.0,13448.815,17794.65,19425.86,4581.4,5959.0,4697,17047,1333.0,3365.0
2020-01-02 07:00:00,1075.851495699676,8040.0,1473.41,10188.94,5531,6521.52,8118.36,57878.975,4602.04,1070.9,29000,10237.0,66229,30929.5,6474.42,2248,5074.8325,2941.225,31648,1564.37,610.635,923,396.0,959.0,14775.2725,18279.7,20505.35,5120.7,6235.0,4991,17795,1431.82,3523.0
2020-01-02 08:00:00,1136.979421591702,8235.3,1553.05,10598.87,5546,6775.73,8426.1,59879.445,4740.3,1095.3,31699,10202.0,68363,34575.0,6958.03,2327,5182.2975,3236.535,33939,1614.64,631.315,953,431.0,1061.0,15609.605,18311.15,21299.49,5937.3,6368.0,5332,18095,1468.86,3675.0
2020-01-02 09:00:00,1192.46476970908,8182.0,1591.9,10855.7525,5459,7112.09,8601.63,60846.0425,4865.05,1101.5,33289,10182.0,69585,38490.0,7147.28,2310,5220.2175,3528.86,33887,1635.8,648.11,965,447.0,1090.0,15922.255,18385.82,21491.29,6625.9,6379.0,5429,18313,1497.65,3639.0
2020-01-02 10:00:00,1183.060473418,8126.3,1594.06,11185.62,5323,7222.97,8522.78,61724.85,4879.24,1103.5,33705,10218.0,70422,39885.0,7320.25,2300,5264.5625,3735.355,33332,1632.28,667.7175,954,444.0,1091.0,16035.1375,18232.32,21542.88,6989.2,6340.0,5513,18515,1472.06,3748.0
2020-01-02 11:00:00,1191.524340079972,7945.1,1564.98,11130.3625,5203,7095.04,8559.48,61947.0525,4839.66,1108.1,33466,10196.0,71766,41112.0,7324.18,2267,5326.385,3899.03,32185,1643.97,667.9425,964,434.0,1077.0,16031.57,18188.12,21550.59,7277.2,6306.0,5446,18609,1466.82,3718.0
2020-01-02 12:00:00,1189.6434808217562,7756.9,1582.09,11052.93,5119,7299.16,8578.76,61096.2025,4778.9,1106.3,33499,10186.0,70309,41979.0,7111.34,2205,5331.3575,4041.925,31511,1636.7,652.2025,959,425.0,1069.0,16104.7425,18235.75,21820.55,7322.7,6233.0,5378,18632,1410.25,3741.0
2020-01-02 13:00:00,1177.4178956433518,7721.0,1551.96,10816.1625,5114,7168.95,8375.51,60247.3925,4829.41,1130.5,32702,10392.0,68063,41258.5,7185.89,2153,5375.135,4034.335,31997,1629.42,635.4725,974,419.0,1189.0,16071.84,18373.97,21644.39,7281.6,6258.0,5258,18718,1356.54,3735.0
2020-01-02 14:00:00,1169.894458610486,7822.0,1539.36,10813.875,5279,7025.62,8503.68,60328.995,4825.8,1165.1,31747,10501.0,65977,41559.5,7107.15,2123,5475.8925,3936.625,32908,1687.21,624.5525,1014,424.0,1190.0,16039.4775,18568.65,21687.64,7395.1,6510.0,5249,19286,1398.06,3687.0
2020-01-02 15:00:00,1256.413984488432,8176.5,1618.61,10789.5975,5661,7042.65,8650.14,62184.8,4983.2,1142.3,31416,10519.0,65316,41788.5,7232.52,2260,5682.3425,3941.425,34360,1706.67,633.8125,1011,456.0,1155.0,16281.82,18817.55,22766.56,7323.0,7104.0,5629,19513,1466.29,3817.0
2020-01-02 16:00:00,1282.7460141034599,8641.5,1705.8,11244.56,5902,7267.98,8685.74,65186.88,5230.93,1116.6,31634,10447.0,67726,46279.0,7628.55,2473,5694.9175,4050.775,37529,1670.49,654.755,993,483.0,1172.0,16839.28,18417.88,22698.69,7343.2,7130.0,5830,19562,1554.64,3819.0
2020-01-02 17:00:00,1283.6864437325678,8537.6,1667.26,11145.875,5859,7809.21,8530.89,65210.2225,5119.52,1079.5,33142,10416.0,70083,47958.0,7625.7,2479,5612.5925,4361.9,37507,1613.49,658.635,961,485.0,1155.0,16056.555,18221.88,22517.36,7587.8,7115.0,5781,19116,1608.58,3793.0
2020-01-02 18:00:00,1264.877851150406,8144.5,1644.96,10764.54,5642,7876.58,8606.5,63888.505,4726.65,1046.4,33615,10240.0,70006,45250.5,7493.57,2503,5537.75,4345.785,36910,1566.06,641.0225,925,488.0,1139.0,15423.5725,17934.63,22337.86,7895.7,6971.0,5783,18563,1634.78,3736.0
2020-01-02 19:00:00,1245.128828939134,7643.5,1609.42,10097.255,5429,7690.23,8356.33,60163.455,4481.73,995.7,33969,9895.9,66487,44037.0,7090.45,2434,5389.535,4101.85,34863,1495.48,597.0875,878,486.0,1107.0,14746.58,17416.87,21805.58,8014.6,6757.0,5730,17908,1594.81,3688.0
2020-01-02 20:00:00,1203.7499252583782,7120.5,1562.24,9563.35,5290,7423.84,7989.93,57400.355,4166.01,927.8,33655,9990.7,63214,41353.5,6500.06,2371,4483.3375,3887.355,32316,1380.39,557.6625,805,476.0,1094.0,13896.2975,17110.85,20555.49,7852.2,6399.0,5657,17158,1532.0,3546.0
2020-01-02 21:00:00,1324.124917784216,6995.8,1522.62,9601.56,4988,7164.25,7622.58,55582.2225,3937.89,867.0,31581,9786.2,63664,36847.0,6186.58,2257,4907.195,3640.41,28975,1252.96,543.0675,741,461.0,1205.0,12989.535,16613.62,19283.8,7503.3,6023.0,5795,16359,1421.31,3368.0
2020-01-02 22:00:00,1322.244058526,6555.7,1413.44,9686.1775,4628,7224.07,7205.94,52094.19,3625.12,808.5,28633,9326.5,64558,31605.0,5606.54,2051,4843.33,3411.28,25875,1168.0,513.87,674,452.0,1206.0,12225.59,16055.26,18067.36,7067.4,5757.0,5816,15520,1308.53,3214.0
2020-01-02 23:00:00,1236.664962277162,6281.8,1302.79,9082.465,4381,7392.37,6895.43,49223.8475,3431.27,781.4,26015,8949.5,61475,28271.0,5036.41,1806,4518.0375,3275.1,22980,1120.15,481.46,639,416.0,1109.0,11602.945,15563.99,16949.15,6296.9,5544.0,5701,15228,1243.71,3132.0
2020-01-03 00:00:00,1097.481377169162,6028.5,1185.42,8538.45,4243,7364.87,6955.76,47745.375,3339.87,770.0,23822,8806.7,59072,26997.5,4947.32,1646,4308.965,3097.855,21201,1090.71,461.045,618,375.0,1003.0,11247.2175,15278.69,16369.19,5666.8,5432.0,5310,14901,1203.3,3005.0
2020-01-03 01:00:00,1029.770443873378,5894.3,1135.1,8251.9,4211,7388.81,6917.46,47003.7425,3294.07,757.3,22332,8758.8,57563,25775.0,4741.93,1556,4117.62,2902.135,20215,1075.35,448.0875,614,349.0,907.0,10976.675,14987.96,16036.4,5182.4,5380.0,4917,14865,1149.77,3016.0
2020-01-03 02:00:00,947.9530661409722,5781.8,1102.59,8000.615,4211,7535.95,6811.9,46850.2475,3290.07,754.6,21708,8801.2,54882,24872.5,4626.23,1523,4042.92,2729.435,19894,1083.46,443.335,621,332.0,852.0,10844.11,14916.03,15998.24,4900.2,5402.0,4621,14695,1168.01,3005.0
2020-01-03 03:00:00,924.4423254132699,5878.8,1110.12,8046.1525,4327,7476.74,6886.89,47790.715,3291.82,782.6,21564,9062.7,53689,24653.0,4628.81,1541,4138.4675,2612.145,20173,1142.49,444.4975,658,322.0,836.0,10895.2025,15021.97,16209.41,4751.1,5531.0,4597,14772,1200.18,3056.0
2020-01-03 04:00:00,920.6806068968378,6400.5,1180.95,8327.5025,4629,7307.42,7283.86,49863.375,3465.21,857.8,22185,9697.5,55332,23802.0,5068.6,1652,4403.1025,2578.41,21387,1321.0,475.8825,743,331.0,853.0,11307.7475,15585.61,17021.84,4700.4,5865.0,4639,15333,1272.65,3191.0
2020-01-03 05:00:00,976.165955014216,7114.9,1325.77,9072.045,5091,7249.53,7858.05,53735.64,3968.75,969.4,24347,10029.0,58672,26049.5,5683.29,1922,4914.305,2602.395,25208,1480.49,513.915,855,359.0,917.0,12233.3075,16484.99,19141.64,4735.3,6304.0,4948,16148,1450.68,3442.0
2020-01-03 06:00:00,1028.83001424427,7842.8,1467.09,9610.1275,5583,6753.57,8220.14,57852.1475,4477.7,1063.7,27670,10268.0,62116,31681.5,6417.84,2128,5221.2375,2795.77,29472,1608.66,569.9275,960,398.0,957.0,13513.405,17886.39,20779.53,5054.5,6760.0,5268,17433,1580.95,3579.0
2020-01-03 07:00:00,1099.362236427378,8293.9,1639.59,10148.0325,5798,7079.87,8469.92,60864.1475,4728.16,1108.7,30618,10307.0,64733,36191.0,7213.64,2288,5415.535,3184.635,33128,1660.43,612.9625,987,444.0,1044.0,14742.835,18717.42,21489.64,5584.6,7084.0,5621,18107,1659.46,3702.0
2020-01-03 08:00:00,1172.71574749781,8529.4,1685.64,10548.555,5746,7474.57,8753.09,62729.085,4791.28,1121.6,33109,10245.0,66187,39672.0,7455.12,2356,5603.875,3498.355,35262,1664.24,629.1575,998,473.0,1098.0,15418.38,18779.47,21818.36,6349.7,7206.0,5849,18256,1687.99,3840.0
2020-01-03 09:00:00,1199.0477771128378,8603.0,1699.23,10665.335,5577,7718.46,8936.6,63804.5025,4818.1,1131.0,34426,10283.0,66633,42291.5,7503.05,2347,5743.8175,3693.82,35206,1672.03,647.6525,1000,477.0,1106.0,15750.4275,18962.28,21889.24,6972.1,7152.0,5915,18527,1487.29,3827.0
2020-01-03 10:00:00,1186.822191934432,8589.3,1656.17,10845.995,5389,7749.77,8969.45,65119.41,4821.77,1130.6,34688,10387.0,67002,42427.5,7477.65,2331,5830.485,3887.6,34698,1674.49,666.8375,986,470.0,1105.0,15882.1325,18925.44,22070.43,7174.5,7061.0,5925,18499,1672.45,3959.0
2020-01-03 11:00:00,1162.3710215776218,8465.7,1601.6,10927.615,5278,7655.94,8928.11,65173.4825,4711.35,1143.7,34285,10382.0,67918,43669.5,7421.94,2302,5909.585,3944.175,33729,1661.11,668.0425,997,460.0,1076.0,15867.8175,18970.96,22013.45,7289.3,7026.0,5765,18655,1663.29,3902.0
2020-01-03 12:00:00,1138.8602808499181,8323.7,1618.35,10899.9025,5145,7753.45,9006.3,63845.545,4658.65,1142.7,34246,10355.0,66405,44012.5,7147.15,2241,5864.4425,3957.43,33015,1658.93,650.465,996,450.0,1049.0,15914.2975,18917.07,22296.56,7207.7,6924.0,5697,18778,1666.47,3887.0
2020-01-03 13:00:00,1125.694266042406,8224.6,1620.63,10846.055,5147,7518.97,8830.95,62819.8625,4529.94,1158.1,33289,10569.0,64465,43823.0,7202.01,2184,5824.0225,3899.37,33408,1651.86,636.2875,1015,443.0,1162.0,15844.21,19079.08,22159.29,7055.2,6928.0,5696,18670,1611.43,3867.0
2020-01-03 14:00:00,1145.443288253676,8206.5,1635.16,10857.365,5306,7332.51,8942.83,62314.61,4487.71,1177.5,32130,10671.0,62520,43421.0,7203.35,2156,5871.3625,3858.695,33752,1705.8,621.7775,1053,447.0,1169.0,15684.185,19291.55,22156.25,7130.0,7159.0,5691,19193,1594.38,3816.0
2020-01-03 15:00:00,1238.545821535378,8476.8,1709.02,10898.2925,5703,7276.53,8837.79,63109.555,4658.86,1165.0,31545,10667.0,62111,43792.0,7571.15,2302,5983.54,3835.65,35232,1722.99,623.5175,1041,480.0,1140.0,15980.61,19540.68,23120.54,7069.8,7743.0,5970,19743,1669.35,3971.0
2020-01-03 16:00:00,1289.329021507216,8750.2,1774.22,11523.78,5938,7532.91,8719.19,65014.0175,5044.43,1125.4,31572,10654.0,64768,46445.5,8082.22,2502,5893.6975,3991.045,38029,1684.96,645.105,1018,509.0,1168.0,16618.4,19680.3,23068.8,6991.1,7832.0,6163,19641,1749.19,3934.0
2020-01-03 17:00:00,1280.8651548452422,8603.3,1736.95,11418.8125,5865,8013.94,8483.99,64739.5875,4908.57,1085.1,32975,10650.0,67743,47987.5,8074.24,2492,5777.4525,4395.455,38108,1626.53,650.9525,973,509.0,1149.0,15869.305,19427.1,22698.43,7216.1,7747.0,6119,19281,1747.59,3898.0
2020-01-03 18:00:00,1258.2948437466482,8178.3,1689.41,11022.4225,5631,8054.96,8413.76,62907.3625,4572.42,1052.5,33516,10492.0,67555,47312.0,7943.82,2483,5705.3425,4389.915,37386,1564.64,631.19,936,506.0,1137.0,15181.395,19170.16,22342.99,7578.0,7580.0,6088,18835,1719.93,3830.0
2020-01-03 19:00:00,1255.473554859324,7655.6,1649.15,10383.695,5399,7726.49,8115.24,59214.83,4276.77,999.6,33758,10133.0,64439,45917.5,7432.73,2417,5513.7225,4206.8,35077,1487.87,593.215,894,503.0,1108.0,14509.165,18868.38,21749.43,7702.2,7263.0,6016,18036,1672.8,3752.0
2020-01-03 20:00:00,1233.843673389838,7172.6,1600.16,9965.5025,5257,7344.84,7755.95,55980.1625,4085.23,939.2,33222,10191.0,61173,43075.0,6864.82,2349,5401.6875,3970.145,32266,1355.79,556.345,812,492.0,1087.0,13682.15,18557.26,20522.43,7543.8,6800.0,5885,17357,1577.12,3573.0
2020-01-03 21:00:00,1349.5165177701342,7036.6,1532.73,9976.1225,4950,7044.94,7363.99,54481.61,3833.47,888.7,31340,9990.4,61793,38311.5,6414.2,2221,5271.5075,3693.675,29037,1252.25,543.265,753,473.0,1196.0,12923.495,17897.0,19291.31,7207.0,6393.0,5926,16612,1456.75,3412.0
2020-01-03 22:00:00,1343.8739399954861,6590.6,1470.97,9958.1075,4608,7062.96,6915.92,51469.73,3549.36,845.2,28781,9502.1,63313,34266.5,5769.75,2017,5024.49,3426.765,25844,1150.74,516.06,682,464.0,1200.0,12352.0525,17429.86,18084.96,6756.7,6105.0,5920,16127,1360.34,3281.0
2020-01-03 23:00:00,1233.843673389838,6258.6,1417.19,9486.5725,4364,6908.07,6452.39,48881.22,3356.19,796.2,26631,9181.9,60755,29499.0,5254.16,1779,4704.57,3322.545,23179,1109.0,486.8175,641,426.0,1114.0,11858.47,16963.79,17017.88,6205.1,5901.0,5838,15694,1270.86,3132.0
2020-01-04 00:00:00,1131.336843817054,5952.9,1324.24,8871.1075,4216,7063.52,6281.0,46768.65,3217.88,780.0,24377,8959.6,58275,27840.0,5179.09,1619,4476.5925,3105.295,21509,1076.58,469.52,621,384.0,1003.0,11404.9075,16731.6,16306.15,5582.6,5784.0,5462,15479,1228.58,2998.0
2020-01-04 01:00:00,1020.3661475822978,5792.8,1297.25,8552.265,4172,7133.8,6355.32,45857.185,3151.94,776.5,22912,8851.9,56777,26059.5,4973.19,1536,4280.8325,2854.37,20577,1069.47,459.715,608,354.0,912.0,11057.395,16677.96,15911.26,5132.7,5715.0,5075,15406,1210.97,3016.0
2020-01-04 02:00:00,961.119080948486,5600.8,1287.38,8266.6425,4166,7196.21,6401.54,45470.37,3131.98,777.8,22042,8890.7,54045,23931.5,4803.89,1501,4169.04,2677.14,20154,1078.68,453.865,609,338.0,859.0,10917.9075,16500.46,15838.21,4826.9,5721.0,4789,15511,1199.27,2987.0
2020-01-04 03:00:00,928.2040439297022,5626.5,1294.73,8187.64,4226,7066.54,6425.83,46280.9975,3224.9,784.3,21752,8995.9,52840,21758.5,4857.09,1509,4194.2825,2555.81,20240,1098.15,455.255,622,330.0,837.0,10826.2125,16581.56,15795.09,4696.3,5828.0,4700,15660,1198.62,3002.0
2020-01-04 04:00:00,939.4891994789999,5876.0,1343.88,8298.01,4366,7007.14,6489.5,46815.66,3291.2,805.2,21751,9332.7,53767,20483.0,5129.78,1577,4306.255,2534.82,21228,1179.14,473.37,661,337.0,846.0,10995.9325,16648.06,16064.75,4600.5,6028.0,4658,15728,1245.72,3056.0
2020-01-04 05:00:00,1013.7831401785401,6247.6,1406.02,8579.195,4624,7081.52,6681.69,47250.3175,3421.06,859.6,22446,9473.4,55435,21725.5,5495.94,1747,4552.4375,2512.125,23678,1257.74,482.1875,717,356.0,879.0,11465.4275,16947.53,17041.29,4643.5,6341.0,4873,16080,1404.7,3148.0
2020-01-04 06:00:00,1023.1874364696218,6821.2,1541.68,8747.875,5064,7157.92,6924.78,50045.9075,3705.33,927.9,23863,9853.5,57693,25287.5,5939.64,1891,4830.075,2623.53,26366,1325.75,508.5575,780,386.0,894.0,12172.075,17465.91,17798.86,4725.2,6710.0,5096,16599,1509.69,3244.0
2020-01-04 07:00:00,1114.4091104931078,7375.0,1672.17,9204.42,5320,6942.31,7137.0,52975.8475,3945.88,967.9,25516,9972.2,59959,29674.5,6537.28,2064,5075.6975,2779.745,28655,1416.55,533.4475,832,435.0,968.0,12975.42,18040.78,18583.05,4854.9,7041.0,5518,17339,1618.66,3403.0
2020-01-04 08:00:00,1136.038991962594,7768.3,1804.84,9695.3275,5307,6784.35,7632.31,56270.2875,4221.33,1008.2,27901,10111.0,62023,33933.5,6774.08,2182,5361.645,2944.075,30626,1485.81,555.8475,881,466.0,1036.0,13710.1075,18632.71,19737.44,5156.0,7171.0,5847,17923,1661.6,3603.0
2020-01-04 09:00:00,1153.907154915648,7932.4,1836.73,9950.97,5187,6909.13,8004.02,59190.7825,4372.47,1030.1,29976,10194.0,63118,38071.0,6762.77,2233,5003.52,3186.2,30690,1506.57,570.9675,900,475.0,1056.0,14077.1475,18926.07,20284.88,5685.0,7184.0,5949,18377,1654.22,3617.0
2020-01-04 10:00:00,1145.443288253676,8098.9,1820.42,9992.5875,5032,7209.27,8211.49,60810.4825,4287.62,1015.9,30487,10246.0,63498,39863.5,6724.13,2236,5562.7975,3419.92,30108,1505.9,589.515,894,473.0,1052.0,14082.295,18970.22,20620.26,5974.5,7128.0,6003,18222,1665.68,3778.0
2020-01-04 11:00:00,1126.6346956715138,8053.5,1757.53,9951.455,4857,7314.93,8190.68,61566.7675,4176.94,1015.1,30063,10157.0,64499,40865.5,6676.28,2208,5532.205,3542.485,29478,1502.96,594.295,894,470.0,1036.0,14115.055,18824.59,20624.61,6079.6,7125.0,5965,18132,1655.6,3722.0
