,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,bus
0,Borssele,Hard Coal,Steam Turbine,PP,NL,485.0,,1973.0,1973.0,2034.0,51.4332,3.716,,0.0,0.0,0.0,{'49W000000000054X'},"{'BEYONDCOAL': {'BEYOND-NL-2'}, 'ENTSOE': {'49W000000000054X'}, 'GEM': {'G500496'}, 'OPSD': {'OEU-97'}, 'WIKIPEDIA': {'WIKIPEDIA-132'}, 'GEO': {'GEO-2401'}, 'GPD': {'WRI1019300'}}",5079
1,Tnz Elsta,Natural Gas,CCGT,CHP,NL,455.0,,1998.0,1998.0,2038.0,51.3331,3.7787,,0.0,0.0,0.0,{'49W000000000048S'},"{'ENTSOE': {'49W000000000048S'}, 'GEM': {'L400519'}, 'OPSD': {'OEU-129'}, 'GEO': {'GEO-44511'}, 'GPD': {'WRI1005509'}}",5079
2,Rijnmond,Natural Gas,CCGT,CHP,NL,790.0,0.2073234811165845,2004.0,2004.0,2044.0,51.890175,4.354686,,0.0,0.0,0.0,{'49W0000000001128'},"{'ENTSOE': {'49W0000000001128'}, 'GEM': {'L406400'}, 'OPSD': {'OEU-157', 'OEU-156'}, 'GEO': {'GEO-44512', 'GEO-44497'}, 'GPD': {'WRI1005515'}}",5090
3,Flevo,Natural Gas,CCGT,PP,NL,872.1,0.59,2010.0,2010.0,2050.0,52.5772,5.53,,0.0,0.0,0.0,"{'49W000000000072V', '49W000000000074R'}","{'ENTSOE': {'49W000000000074R', '49W000000000072V'}, 'GEM': {'L400544'}, 'OPSD': {'OEU-149', 'OEU-150'}, 'GEO': {'GEO-44501'}, 'GPD': {'WRI1019290'}}",5891
4,Sloecentrale 2,Natural Gas,CCGT,CHP,NL,870.0,0.59,2009.0,2009.0,2049.0,51.4482,3.6928,,0.0,0.0,0.0,"{'49W0000000000512', '49W000000000117Z'}","{'ENTSOE': {'49W000000000117Z', '49W0000000000512'}, 'GEM': {'L400564'}, 'OPSD': {'OEU-159', 'OEU-160'}, 'GEO': {'GEO-44496'}, 'GPD': {'WRI1019287'}}",5079
5,Eemshaven,Natural Gas,CCGT,PP,NL,1410.0,0.58,2013.0,2013.0,2053.0,53.4502,6.8548,,0.0,0.0,0.0,{'49W000000000044-'},"{'ENTSOE': {'49W000000000044-'}, 'GEM': {'L400541'}, 'OPSD': {'OEU-145', 'OEU-147', 'OEU-146'}, 'GEO': {'GEO-44513'}, 'GPD': {'WRI1019311'}}",5749
6,Diemen,Natural Gas,CCGT,CHP,NL,684.0,0.3661198288159771,1995.0,1995.0,2035.0,52.3389,5.0213,,0.0,0.0,0.0,{'49W0000000000431'},"{'ENTSOE': {'49W0000000000431'}, 'GEM': {'L400509'}, 'OPSD': {'OEU-102', 'OEU-101'}, 'GEO': {'GEO-44499', 'GEO-44500'}, 'GPD': {'WRI1019310'}}",5094
7,Delesto,Natural Gas,CCGT,CHP,NL,343.0,0.3771428571428571,1987.0,1987.0,2027.0,53.3185,6.9544,,0.0,0.0,0.0,{'49W000000000152X'},"{'ENTSOE': {'49W000000000152X'}, 'GEM': {'L400502'}, 'OPSD': {'OEU-124', 'OEU-125'}, 'GEO': {'GEO-41986', 'GEO-45078'}, 'GPD': {'WRI1005506'}}",5764
8,Eemshaven,Hard Coal,Steam Turbine,PP,NL,1604.1703044199232,,2014.0,2014.0,2029.0,53.4405,6.8612,,0.0,0.0,0.0,{'49W000000000066Q'},"{'BEYONDCOAL': {'BEYOND-NL-12'}, 'ENTSOE': {'49W000000000066Q'}, 'GEM': {'G102597', 'G102596'}, 'GEO': {'GEO-44523'}, 'GPD': {'WRI1019289'}}",5752
9,Maasvlakte,Hard Coal,Steam Turbine,PP,NL,1102.6366000495566,,1975.0,1975.0,2029.0,51.9586,4.0264,,0.0,0.0,0.0,{'49W000000000102B'},"{'BEYONDCOAL': {'BEYOND-NL-10'}, 'ENTSOE': {'49W000000000102B'}, 'GEM': {'G106535'}, 'GEO': {'GEO-44521', 'GEO-44522'}, 'GPD': {'WRI1019295', 'WRI1019296'}}",5062
10,Amer,Hard Coal,Steam Turbine,CHP,NL,601.1028956791896,,1979.0,1979.0,2024.0,51.7078,4.8439,,0.0,0.0,0.0,{'49W000000000070Z'},"{'BEYONDCOAL': {'BEYOND-NL-4'}, 'ENTSOE': {'49W000000000070Z'}, 'GEM': {'G100156', 'G100157'}, 'GEO': {'GEO-44517'}}",5093
11,Den Haag,Natural Gas,CCGT,CHP,NL,112.0,,1982.0,1982.0,2022.0,52.07659,4.29065,,0.0,0.0,0.0,{'49W0000000000342'},"{'ENTSOE': {'49W0000000000342'}, 'GEM': {'L400508'}, 'OPSD': {'OEU-127'}, 'GEO': {'GEO-44498'}}",5088
12,Moerdijk,Natural Gas,CCGT,CHP,NL,766.0,0.3251629726205997,1997.0,1997.0,2037.0,51.68506,4.58094,,0.0,0.0,0.0,{'49W000000000063W'},"{'ENTSOE': {'49W000000000063W'}, 'GEM': {'L400548'}, 'OPSD': {'OEU-151', 'OEU-152'}, 'GEO': {'GEO-44515', 'GEO-44514'}}",5092
13,Roca,Natural Gas,CCGT,CHP,NL,220.0,,1982.0,1982.0,2022.0,51.95365999999999,4.56155,,0.0,0.0,0.0,{'49W0000000001047'},"{'ENTSOE': {'49W0000000001047'}, 'GEM': {'L400557'}, 'OPSD': {'OEU-155', 'OEU-154', 'OEU-115'}, 'GEO': {'GEO-44529'}}",5091
14,Swentibold,Natural Gas,CCGT,CHP,NL,209.0,,1999.0,1999.0,2039.0,50.9721,5.7911,,0.0,0.0,0.0,{'49W000000000061-'},"{'ENTSOE': {'49W000000000061-'}, 'GEM': {'L400568'}, 'OPSD': {'OEU-116'}, 'GEO': {'GEO-44516'}}",4687
15,Almere 2,Natural Gas,CCGT,CHP,NL,120.0,,1987.0,1987.0,2027.0,52.3883,5.2158,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'L400492'}, 'OPSD': {'OEU-92', 'OEU-91'}, 'GEO': {'GEO-44530'}}",5094
16,Leiden,Natural Gas,CCGT,CHP,NL,85.0,,1982.0,2004.0,2044.0,52.1641,4.4941,,0.0,0.0,0.0,{nan},"{'GEM': {'L400536'}, 'OPSD': {'OEU-141'}, 'GEO': {'GEO-45076'}}",5089
17,Maasvlakte Ucml,Natural Gas,CCGT,CHP,NL,70.0,,2003.0,2003.0,2043.0,51.96,4.0254,,0.0,0.0,0.0,{nan},"{'GEM': {'L400540'}, 'OPSD': {'OEU-161'}, 'GEO': {'GEO-44527'}}",5062
18,Bergum,Natural Gas,CCGT,PP,NL,144.0,,2019.0,2019.0,2059.0,53.20975,6.02959,,0.0,0.0,0.0,"{'49W0000000001233', '49W000000000135X'}","{'ENTSOE': {'49W000000000135X', '49W0000000001233'}, 'GEM': {'L400499'}, 'OPSD': {'OEU-99', 'OEU-100'}}",5756
19,Centrale Lage Weide 3,Natural Gas,CCGT,CHP,NL,247.0,,1995.0,1995.0,2035.0,52.101944,5.071389,,0.0,0.0,0.0,{'49W000000000047U'},"{'ENTSOE': {'49W000000000047U'}, 'GEM': {'L407615'}, 'OPSD': {'OEU-110'}}",5094
20,Enecogen 2,Natural Gas,CCGT,PP,NL,844.0,0.59,2011.0,2011.0,2051.0,51.957,4.0916,,0.0,0.0,0.0,{'49W000000000058P'},"{'ENTSOE': {'49W000000000058P'}, 'GEM': {'L400522'}, 'GEO': {'GEO-44502'}}",5062
21,Maastroom Energie Cv 2,Natural Gas,CCGT,PP,NL,426.0,,2010.0,2010.0,2050.0,51.8901,4.352,,0.0,0.0,0.0,{'49W0000000001225'},"{'ENTSOE': {'49W0000000001225'}, 'GEM': {'L400537'}}",5090
22,Nam Schoonebeek,Natural Gas,CCGT,CHP,NL,128.0,,2010.0,2010.0,2050.0,52.68087371,6.894957863,,0.0,0.0,0.0,{'49W0000000000504'},"{'ENTSOE': {'49W0000000000504'}, 'GEM': {'L400550'}}",4683
23,Pergen 3,Natural Gas,CCGT,CHP,NL,260.0,,2008.0,2008.0,2048.0,51.88191,4.37786,,0.0,0.0,0.0,"{'49W000000000094L', '49W000000000092P'}","{'ENTSOE': {'49W000000000094L', '49W000000000092P'}, 'GEM': {'L400552'}}",5090
24,Harculo Hc Ijssel Centrale Netherlands,Oil,Steam Turbine,PP,NL,324.2174234054962,,1982.0,1982.0,2022.0,52.468,6.1088,,0.0,0.0,0.0,"{nan, nan}","{'GEO': {'GEO-44531'}, 'GPD': {'WRI1019306'}}",5760
25,Pu,Natural Gas,CCGT,CHP,NL,67.0,,1988.0,1988.0,2028.0,52.51608,4.99524,,0.0,0.0,0.0,{nan},"{'OPSD': {'OEU-153'}, 'GEO': {'GEO-44536'}}",5087
26,Amylum 2,Natural Gas,CCGT,PP,NL,7.0,,1995.68,1995.68,2035.68,52.46552,4.81361,,0.0,0.0,0.0,{nan},{'OPSD': {'OEU-95'}},5087
27,Boz 4,Natural Gas,CCGT,PP,NL,33.0,,1995.68,1995.68,2035.68,51.50555,4.339980000000001,,0.0,0.0,0.0,{nan},{'OPSD': {'OEU-96'}},5090
28,Erica,Natural Gas,CCGT,PP,NL,63.0,,1995.68,1995.68,2035.68,52.69631999999999,6.914110000000001,,0.0,0.0,0.0,{nan},{'OPSD': {'OEU-131'}},5766
29,Htb,Natural Gas,CCGT,PP,NL,32.0,,1995.68,1995.68,2035.68,51.701640000000005,5.28009,,0.0,0.0,0.0,{nan},{'OPSD': {'OEU-139'}},5106
30,Klazi 2,Natural Gas,CCGT,PP,NL,63.0,,1995.68,1995.68,2035.68,52.73792,7.01368,,0.0,0.0,0.0,{nan},{'OPSD': {'OEU-140'}},5766
31,Mk 4,Natural Gas,CCGT,PP,NL,103.0,,1995.68,1995.68,2035.68,52.10157,5.07982,,0.0,0.0,0.0,{'49W000000000091R'},{'OPSD': {'OEU-143'}},5094
32,Sal 2,Natural Gas,CCGT,PP,NL,60.0,,1995.68,1995.68,2035.68,52.24587,6.794789999999999,,0.0,0.0,0.0,{nan},{'OPSD': {'OEU-158'}},4683
33,Maasvlakte 2,Hard Coal,,PP,NL,802.0851522099616,,1987.0,1987.0,2029.0,51.95155,4.0491,,0.0,0.0,0.0,"{nan, nan}","{'BEYONDCOAL': {'BEYOND-NL-6', 'BEYOND-NL-11'}}",5062
34,Sainte Croix,Hydro,Reservoir,Store,FR,132.3,,1974.0,1974.0,2074.0,43.7375,6.1343,,0.0,0.0,0.0,{'17W100P100P0297X'},"{'ENTSOE': {'17W100P100P0297X'}, 'GEM': {'G601699'}, 'OPSD': {'OEU-247'}, 'JRC': {'JRC-H384'}, 'GEO': {'GEO-39712'}, 'GPD': {'WRI1002770'}}",2311
35,Pied De Borne,Hydro,Reservoir,Store,FR,109.4,,1965.0,1965.0,2065.0,44.4788,3.9858,,0.0,0.0,0.0,{'17W100P100P0289W'},"{'ENTSOE': {'17W100P100P0289W'}, 'GEM': {'G601684'}, 'OPSD': {'OEU-241'}, 'JRC': {'JRC-H471'}, 'GEO': {'GEO-39800'}, 'GPD': {'WRI1002755'}}",2507
36,Pouget,Hydro,Reservoir,Store,FR,446.9,,1951.0,1951.0,2051.0,44.0597,2.7701,1.5730337078651686,0.0,0.0,0.0,{'17W100P100P0290A'},"{'ENTSOE': {'17W100P100P0290A'}, 'GEM': {'G601686'}, 'OPSD': {'OEU-242'}, 'JRC': {'JRC-H73'}, 'GEO': {'GEO-39723'}, 'GPD': {'WRI1002758'}}",2509
37,Pragneres,Hydro,Reservoir,Store,FR,189.2,,1953.0,1953.0,2053.0,42.8205,0.0102,,0.0,0.0,0.0,{'17W100P100P02918'},"{'ENTSOE': {'17W100P100P02918'}, 'GEM': {'G601687'}, 'OPSD': {'OEU-243'}, 'JRC': {'JRC-H257'}, 'GEO': {'GEO-39776'}, 'GPD': {'WRI1002759'}}",2764
38,Revin,Hydro,Pumped Storage,Store,FR,808.0,,1974.0,1974.0,2074.0,49.9276,4.6171,5.573019801980198,0.0,0.0,0.0,{'17W100P100P02780'},"{'ENTSOE': {'17W100P100P02780'}, 'GEM': {'G601689'}, 'OPSD': {'OEU-202'}, 'JRC': {'JRC-H29'}, 'GEO': {'GEO-39715', 'GEO-45157'}, 'GPD': {'WRI1002763'}}",5158
39,Rhinau,Hydro,Run-Of-River,PP,FR,152.0,,1963.0,2016.0,2116.0,48.2844,7.6768,,0.0,0.0,0.0,{'17W100P100P0304P'},"{'ENTSOE': {'17W100P100P0304P'}, 'GEM': {'G601690'}, 'OPSD': {'OEU-225'}, 'JRC': {'JRC-H325'}, 'GEO': {'GEO-39809'}, 'GPD': {'WRI1002764'}}",3562
40,Saint Chamas,Hydro,Reservoir,Store,FR,159.0,,1965.0,1965.0,2065.0,43.529,5.0741,,0.0,0.0,0.0,{'17W100P100P0296Z'},"{'ENTSOE': {'17W100P100P0296Z'}, 'GEM': {'G601693'}, 'OPSD': {'OEU-244'}, 'JRC': {'JRC-H311'}, 'GEO': {'GEO-39735'}, 'GPD': {'WRI1002765'}}",2566
41,Saint Esteve,Hydro,Reservoir,Store,FR,141.0,,1963.0,1963.0,2063.0,43.692,5.385,,0.0,0.0,0.0,{'17W100P100P0298V'},"{'ENTSOE': {'17W100P100P0298V'}, 'GEM': {'G601694'}, 'OPSD': {'OEU-245'}, 'JRC': {'JRC-H351'}, 'GEO': {'GEO-39736'}, 'GPD': {'WRI1002766'}}",2561
42,Saint Guillerme,Hydro,Reservoir,Store,FR,116.0,,1983.0,1983.0,2083.0,45.029,6.0717,,0.0,0.0,0.0,{'17W100P100P0299T'},"{'ENTSOE': {'17W100P100P0299T'}, 'GEM': {'G601695'}, 'OPSD': {'OEU-246'}, 'JRC': {'JRC-H440'}, 'GEO': {'GEO-39797', 'GEO-45154'}, 'GPD': {'WRI1002767'}}",2297
43,Sarrans,Hydro,Reservoir,Store,FR,183.0,,1932.0,1932.0,2032.0,44.828,2.7395,,0.0,0.0,0.0,{'17W100P100P02934'},"{'ENTSOE': {'17W100P100P02934'}, 'GEM': {'G601703'}, 'OPSD': {'OEU-248'}, 'JRC': {'JRC-H267'}, 'GEO': {'GEO-39726'}, 'GPD': {'WRI1002771'}}",2408
44,Serre Poncon,Hydro,Reservoir,Store,FR,384.0,,1960.0,1960.0,2060.0,44.4709,6.2696,1036.7567567567569,0.0,0.0,0.0,{'17W100P100P02926'},"{'ENTSOE': {'17W100P100P02926'}, 'GEM': {'G601704'}, 'OPSD': {'OEU-249'}, 'JRC': {'JRC-H97'}, 'GEO': {'GEO-39770'}, 'GPD': {'WRI1002773'}}",2301
45,Sisteron,Hydro,Reservoir,Store,FR,240.0,,1975.0,2017.0,2117.0,44.2093,5.9186,,0.0,0.0,0.0,{'17W100P100P02942'},"{'ENTSOE': {'17W100P100P02942'}, 'GEM': {'G601705'}, 'OPSD': {'OEU-250'}, 'JRC': {'JRC-H221'}, 'GEO': {'GEO-39773'}, 'GPD': {'WRI1002774'}}",2299
46,St Etienne Cantales,Hydro,Reservoir,Store,FR,103.3,,1945.0,2016.0,2116.0,44.9453,2.2184,,0.0,0.0,0.0,{'17W100P100P02950'},"{'ENTSOE': {'17W100P100P02950'}, 'GEM': {'G601698'}, 'OPSD': {'OEU-251'}, 'JRC': {'JRC-H501'}, 'GEO': {'GEO-39739'}, 'GPD': {'WRI1002778'}}",2405
47,Strasbourg,Hydro,Run-Of-River,PP,FR,147.8,,1969.0,2016.0,2116.0,48.5251,7.8001,,0.0,0.0,0.0,{'17W100P100P0308H'},"{'ENTSOE': {'17W100P100P0308H'}, 'GEM': {'G601706'}, 'OPSD': {'OEU-228'}, 'JRC': {'JRC-H339'}, 'GEO': {'GEO-39811'}, 'GPD': {'WRI1002780'}}",3570
48,Super Bissorte,Hydro,Pumped Storage,Store,FR,742.3,,1936.0,1936.0,2036.0,45.2047,6.5779,3.8181818181818183,0.0,0.0,0.0,{'17W100P100P02764'},"{'ENTSOE': {'17W100P100P02764'}, 'GEM': {'G601707'}, 'OPSD': {'OEU-203'}, 'JRC': {'JRC-H24'}, 'GEO': {'GEO-44379', 'GEO-39783'}, 'GPD': {'WRI1002781'}}",3688
49,Villarodin,Hydro,Reservoir,Store,FR,357.0,,1968.0,1968.0,2068.0,45.2128,6.7164,1932.4929971988795,0.0,0.0,0.0,{'17W100P100P0300X'},"{'ENTSOE': {'17W100P100P0300X'}, 'GEM': {'G601708'}, 'OPSD': {'OEU-252'}, 'JRC': {'JRC-H114'}, 'GEO': {'GEO-39817'}, 'GPD': {'WRI1002784'}}",3693
50,Vogelgrun,Hydro,Run-Of-River,PP,FR,140.5,,1958.0,1958.0,2058.0,48.0199,7.5733,,0.0,0.0,0.0,{'17W100P100P0311S'},"{'ENTSOE': {'17W100P100P0311S'}, 'GEM': {'G601709'}, 'OPSD': {'OEU-230'}, 'JRC': {'JRC-H364', 'JRC-H354'}, 'GEO': {'GEO-5953'}, 'GPD': {'WRI1002785'}}",3564
51,Vouglans,Hydro,Reservoir,Store,FR,285.0,,1968.0,1968.0,2068.0,46.3968,5.6634,,0.0,0.0,0.0,{'17W100P100P0301V'},"{'ENTSOE': {'17W100P100P0301V'}, 'GEM': {'G601710'}, 'OPSD': {'OEU-253'}, 'JRC': {'JRC-H167'}, 'GEO': {'GEO-39796', 'GEO-45927'}, 'GPD': {'WRI1002786'}}",3630
52,Ottmarsheim,Hydro,Run-Of-River,PP,FR,156.0,,1952.0,1952.0,2052.0,47.7741,7.5225,,0.0,0.0,0.0,{'17W100P100P0306L'},"{'ENTSOE': {'17W100P100P0306L'}, 'GEM': {'G601682'}, 'OPSD': {'OEU-222'}, 'JRC': {'JRC-H318'}, 'GEO': {'GEO-39779'}, 'GPD': {'WRI1002751'}}",3582
53,Oraison,Hydro,Reservoir,Store,FR,187.0,,1962.0,1962.0,2062.0,43.9212,5.9253,,0.0,0.0,0.0,{'17W100P100P0288Y'},"{'ENTSOE': {'17W100P100P0288Y'}, 'GEM': {'G601680'}, 'OPSD': {'OEU-240'}, 'JRC': {'JRC-H260'}, 'GEO': {'GEO-39706'}, 'GPD': {'WRI1002750'}}",2303
54,Montpezat 2,Hydro,Reservoir,Store,FR,131.8,,1954.0,1954.0,2054.0,43.7514,6.0888,,0.0,0.0,0.0,{'17W100B100P0287S'},"{'ENTSOE': {'17W100B100P0287S'}, 'GEM': {'G601679'}, 'OPSD': {'OEU-239'}, 'JRC': {'JRC-H387'}, 'GEO': {'GEO-39820'}, 'GPD': {'WRI1002748'}}",2311
55,Montezic,Hydro,Pumped Storage,Store,FR,910.0,,1982.0,1982.0,2082.0,44.7372,2.6432,40.0,0.0,0.0,0.0,{'17W100P100P02772'},"{'ENTSOE': {'17W100P100P02772'}, 'GEM': {'G601678'}, 'OPSD': {'OEU-201'}, 'JRC': {'JRC-H20'}, 'GEO': {'GEO-42240'}, 'GPD': {'WRI1002747'}}",2407
56,Caderousse,Hydro,Run-Of-River,PP,FR,186.6,,1975.0,1975.0,2075.0,44.0961,4.7233,,0.0,0.0,0.0,{'17W100P100P0325H'},"{'ENTSOE': {'17W100P100P0325H'}, 'GEM': {'G601649'}, 'OPSD': {'OEU-209'}, 'JRC': {'JRC-H317'}, 'GEO': {'GEO-39825'}, 'GPD': {'WRI1002702'}}",2536
57,Chastang,Hydro,Run-Of-River,Store,FR,293.0,,1951.0,1951.0,2051.0,45.1518,2.0098,,0.0,0.0,0.0,{'17W100P100P0302T'},"{'ENTSOE': {'17W100P100P0302T'}, 'GEM': {'G601650'}, 'OPSD': {'OEU-210'}, 'JRC': {'JRC-H151'}, 'GEO': {'GEO-39746', 'GEO-2638'}, 'GPD': {'WRI1002704'}}",4012
58,Cheylas,Hydro,Pumped Storage,Store,FR,485.0,,1979.0,1979.0,2079.0,45.3865,6.0013,5.8,0.0,0.0,0.0,{'17W100P100P0273A'},"{'ENTSOE': {'17W100P100P0273A'}, 'GEM': {'G601652'}, 'OPSD': {'OEU-198'}, 'JRC': {'JRC-H63'}, 'GEO': {'GEO-45014'}, 'GPD': {'WRI1002705'}}",3659
59,Coche,Hydro,Pumped Storage,Store,FR,320.0,,1975.0,2019.0,2119.0,45.4968,6.5103,2.90625,0.0,0.0,0.0,{'17W100P100P02748'},"{'ENTSOE': {'17W100P100P02748'}, 'GEM': {'G601653'}, 'OPSD': {'OEU-199'}, 'JRC': {'JRC-H134'}, 'GEO': {'GEO-39819'}, 'GPD': {'WRI1002709'}}",3684
60,Combe Avrieux,Hydro,Reservoir,Store,FR,123.0,,1950.0,1950.0,2050.0,45.215,6.712,,0.0,0.0,0.0,{'17W100P100P02837'},"{'ENTSOE': {'17W100P100P02837'}, 'GEM': {'G601654'}, 'OPSD': {'OEU-235'}, 'JRC': {'JRC-H419'}, 'GEO': {'GEO-39818'}, 'GPD': {'WRI1002710'}}",3692
61,Couesque 2,Hydro,Run-Of-River,PP,FR,119.0,,1950.0,1950.0,2050.0,44.6953,2.5825,,0.0,0.0,0.0,{'17W100P100P0313O'},"{'ENTSOE': {'17W100P100P0313O'}, 'GEM': {'G601655'}, 'OPSD': {'OEU-211'}, 'JRC': {'JRC-H433'}, 'GEO': {'GEO-39721'}, 'GPD': {'WRI1002714'}}",2407
62,Curbans,Hydro,Reservoir,Store,FR,139.0,,1966.0,1966.0,2066.0,47.915,6.0616,,0.0,0.0,0.0,{'17W100P100P02845'},"{'ENTSOE': {'17W100P100P02845'}, 'GEM': {'G601656'}, 'OPSD': {'OEU-236'}, 'JRC': {'JRC-H370'}, 'GEO': {'GEO-39714'}, 'GPD': {'WRI1002717'}}",3537
63,Fessenheim,Hydro,Run-Of-River,PP,FR,175.0,,1956.0,1956.0,2056.0,47.9146,7.5706,,0.0,0.0,0.0,{'17W100P100P0303R'},"{'ENTSOE': {'17W100P100P0303R'}, 'GEM': {'G601657'}, 'OPSD': {'OEU-213'}, 'JRC': {'JRC-H283'}, 'GEO': {'GEO-39778'}, 'GPD': {'WRI1002726'}}",3581
64,Genissiat,Hydro,Run-Of-River,Store,FR,397.5,,1948.0,1948.0,2048.0,46.0527,5.8128,,0.0,0.0,0.0,{'17W100P100P0319C'},"{'ENTSOE': {'17W100P100P0319C'}, 'GEM': {'G601658'}, 'OPSD': {'OEU-216'}, 'JRC': {'JRC-H83'}, 'GEO': {'GEO-39698'}, 'GPD': {'WRI1002730'}}",3651
65,Gerstheim,Hydro,Run-Of-River,PP,FR,140.5,,1967.0,1967.0,2067.0,48.4021,7.7272,,0.0,0.0,0.0,{'17W100P100P0310U'},"{'ENTSOE': {'17W100P100P0310U'}, 'GEM': {'G601659'}, 'OPSD': {'OEU-217'}, 'JRC': {'JRC-H353'}, 'GEO': {'GEO-39807'}, 'GPD': {'WRI1002732'}}",3561
66,Grand Maison,Hydro,Pumped Storage,Store,FR,1700.0,,1987.0,2017.0,2117.0,45.1454,6.0515,20.59171597633136,0.0,0.0,0.0,{'17W100P100P02756'},"{'ENTSOE': {'17W100P100P02756'}, 'GEM': {'G601661'}, 'OPSD': {'OEU-200'}, 'JRC': {'JRC-H3'}, 'GEO': {'GEO-42969'}, 'GPD': {'WRI1002734'}}",3674
67,Kembs,Hydro,Run-Of-River,PP,FR,162.1,,1932.0,2016.0,2116.0,47.6548,7.5183,,0.0,0.0,0.0,{'17W100P100P0307J'},"{'ENTSOE': {'17W100P100P0307J'}, 'GEM': {'G601664'}, 'OPSD': {'OEU-219'}, 'JRC': {'JRC-H299', 'JRC-H323'}, 'GEO': {'GEO-39780'}, 'GPD': {'WRI1002738'}}",3584
68,Logis Neuf,Hydro,Run-Of-River,PP,FR,191.8,,1960.0,1960.0,2060.0,44.6763,4.7868,,0.0,0.0,0.0,"{'17W000001017799C', '17W100P100P0322N'}","{'ENTSOE': {'17W000001017799C', '17W100P100P0322N'}, 'GEM': {'G601671'}, 'OPSD': {'OEU-206'}, 'JRC': {'JRC-H356'}, 'GEO': {'GEO-39759'}, 'GPD': {'WRI1002690'}}",2534
69,Malgovert,Hydro,Reservoir,Store,FR,297.0,,1952.0,1952.0,2052.0,45.6178,6.791,1370.707070707071,0.0,0.0,0.0,{'17W100P100P02853'},"{'ENTSOE': {'17W100P100P02853'}, 'GEM': {'G601672'}, 'OPSD': {'OEU-237'}, 'JRC': {'JRC-H149'}, 'GEO': {'GEO-39815'}, 'GPD': {'WRI1002740'}}",3683
70,Marckolsheim,Hydro,Run-Of-River,PP,FR,156.2,,1961.0,1961.0,2061.0,48.1537,7.5898,,0.0,0.0,0.0,{'17W100P100P0305N'},"{'ENTSOE': {'17W100P100P0305N'}, 'GEM': {'G601674'}, 'OPSD': {'OEU-220'}, 'JRC': {'JRC-H316'}, 'GEO': {'GEO-39808'}, 'GPD': {'WRI1002741'}}",3563
71,Mareges,Hydro,Run-Of-River,PP,FR,150.0,,1935.0,2018.0,2118.0,45.3917,2.3646,,0.0,0.0,0.0,{'17W100P100P0328B'},"{'ENTSOE': {'17W100P100P0328B'}, 'GEM': {'G601675'}, 'OPSD': {'OEU-214'}, 'JRC': {'JRC-H328'}, 'GEO': {'GEO-39738'}, 'GPD': {'WRI1002742'}}",4015
72,Monteynard,Hydro,Reservoir,Store,FR,366.0,,1962.0,1962.0,2062.0,44.8722,5.7726,212.8415300546448,0.0,0.0,0.0,{'17W100P100P02861'},"{'ENTSOE': {'17W100P100P02861'}, 'GEM': {'G601677'}, 'OPSD': {'OEU-238'}, 'JRC': {'JRC-H105'}, 'GEO': {'GEO-39790'}, 'GPD': {'WRI1002746'}}",2296
73,Bourg Les Valence,Hydro,Run-Of-River,PP,FR,180.0,,1968.0,1968.0,2068.0,44.9612,4.8724,,0.0,0.0,0.0,{'17W100P100P0320R'},"{'ENTSOE': {'17W100P100P0320R'}, 'GEM': {'G601647'}, 'OPSD': {'OEU-208'}, 'JRC': {'JRC-H274'}, 'GEO': {'GEO-39761'}, 'GPD': {'WRI1002698'}}",2527
74,Emile Huchet,Natural Gas,CCGT,PP,FR,596.4932108963737,,1958.0,2010.0,2022.0,49.1525,6.6981,,0.0,0.0,0.0,"{'17W100P100P0345B', '17W100P100P0344D'}","{'BEYONDCOAL': {'BEYOND-FR-67'}, 'ENTSOE': {'17W100P100P0344D', '17W100P100P0345B'}, 'GEM': {'L400098'}, 'OPSD': {'OEU-173', 'OEU-174'}, 'GEO': {'GEO-46608'}, 'GPD': {'WRI1002724'}}",4838
75,Brommat,Hydro,Reservoir,Store,FR,406.0,,1933.0,1933.0,2033.0,44.7682,2.6834,,0.0,0.0,0.0,{'17W100P100P02829'},"{'ENTSOE': {'17W100P100P02829'}, 'GEM': {'G601648'}, 'OPSD': {'OEU-234'}, 'JRC': {'JRC-H89'}, 'GEO': {'GEO-39720'}, 'GPD': {'WRI1002700'}}",2410
76,Bort,Hydro,Reservoir,Store,FR,235.0,,1951.0,1951.0,2051.0,45.4127,2.4986,,0.0,0.0,0.0,{'17W100P100P0281B'},"{'ENTSOE': {'17W100P100P0281B'}, 'GEM': {'G601646'}, 'OPSD': {'OEU-233'}, 'JRC': {'JRC-H187'}, 'GEO': {'GEO-39749', 'GEO-2402'}, 'GPD': {'WRI1002696'}}",4018
77,St Alban,Nuclear,Steam Turbine,PP,FR,2670.0,,1985.0,1985.0,2027.0,45.4043,4.7554,,0.0,0.0,0.0,"{'17W100P100P0227H', '17W100P100P0228F'}","{'ENTSOE': {'17W100P100P0227H', '17W100P100P0228F'}, 'GEM': {'G500058', 'G500059'}, 'OPSD': {'OEU-304', 'OEU-305'}, 'WIKIPEDIA': {'WIKIPEDIA-116', 'WIKIPEDIA-115'}, 'GEO': {'GEO-5216'}, 'GPD': {'WRI1002777'}}",4121
