,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,bus
7892,Biomass 18,Bioenergy,Biomass and biogas,PP,DE,0.526,,2006.0,,,52.58198406,10.92809178,,,,,,,4896
7893,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,0.526,,2006.0,,,54.76765126,8.769788256,,,,,,,5827
7894,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.13,,2006.0,,,51.50920631,9.942743214,,,,,,,4880
7895,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,1.099,,2006.0,,,54.17723241,10.97557686,,,,,,,7052
7896,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.64,,2006.0,,,52.06461064,10.69467677,,,,,,,4891
7897,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.105,,2006.0,,,50.19291605,6.914524413,,,,,,,4799
7898,Biomass 17,Bioenergy,Biomass and biogas,PP,DE,1.4,,2006.0,,,52.23952658,7.494648712,,,,,,,4726
7899,Biomass 48,Bioenergy,Biomass and biogas,PP,DE,2.128,,2006.0,,,48.82771248,10.52270423,,,,,,,3795
7900,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.435,,2006.0,,,53.65030384,12.31351105,,,,,,,5686
7901,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,1.0,,2006.0,,,52.85296517,8.738710012,,,,,,,5869
7902,Biomass 12,Bioenergy,Biomass and biogas,PP,DE,0.4,,2006.0,,,50.19291605,6.914524413,,,,,,,4799
7903,Biomass 12,Bioenergy,Biomass and biogas,PP,DE,0.37,,2006.0,,,51.31845423,6.248971817,,,,,,,4692
7904,Biomass 27,Bioenergy,Biomass and biogas,PP,DE,0.9,,2006.0,,,54.7498708,9.163283234,,,,,,,5827
7905,Biomass 127,Bioenergy,Biomass and biogas,PP,DE,0.885,,2006.0,,,49.16960392,10.55526372,,,,,,,4948
7906,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.1,,2006.0,,,49.1319251,12.34825174,,,,,,,4593
7907,Biomass 64,Bioenergy,Biomass and biogas,PP,DE,0.23,,2006.0,,,48.57468999,13.37991653,,,,,,,3395
7908,Biomass 5,Bioenergy,Biomass and biogas,PP,DE,0.34,,2006.0,,,51.05547868,11.06113447,,,,,,,4556
7909,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,4.237,,2006.0,,,50.90148454,11.98040742,,,,,,,4561
7910,Biomass 13,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,52.60330669,7.202040278,,,,,,,5789
7911,Biomass 14,Bioenergy,Biomass and biogas,PP,DE,0.637,,2006.0,,,52.60330669,7.202040278,,,,,,,5789
7912,Biomass 65,Bioenergy,Biomass and biogas,PP,DE,0.38,,2006.0,,,49.94130224,12.26849019,,,,,,,4590
7913,Biomass 66,Bioenergy,Biomass and biogas,PP,DE,0.02,,2006.0,,,49.53705667,11.80348438,,,,,,,4590
7914,Biomass 128,Bioenergy,Biomass and biogas,PP,DE,1.485,,2006.0,,,49.52742356,10.47602712,,,,,,,4948
7915,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,0.35,,2006.0,,,48.52527194,10.20456395,,,,,,,3793
7916,Biomass 53,Bioenergy,Biomass and biogas,PP,DE,0.385,,2006.0,,,48.63965892,12.82437965,,,,,,,3394
7917,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.19,,2006.0,,,50.4105407,9.220345379,,,,,,,4910
7918,Biomass 65,Bioenergy,Biomass and biogas,PP,DE,0.1,,2006.0,,,47.80169288,12.18694495,,,,,,,3391
7919,Biomass 4,Bioenergy,Biomass and biogas,PP,DE,0.7,,2006.0,,,49.46263212,7.1856803,,,,,,,4854
7920,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.25,,2006.0,,,53.37377357,9.015674128,,,,,,,5853
7921,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.765,,2006.0,,,53.37377357,9.015674128,,,,,,,5853
7922,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,1.151,,2006.0,,,53.26626291,7.913573235,,,,,,,5791
7923,Biomass 21,Bioenergy,Biomass and biogas,PP,DE,0.4,,2006.0,,,51.43113434,6.253460857,,,,,,,4682
7924,Biomass 54,Bioenergy,Biomass and biogas,PP,DE,0.3,,2006.0,,,49.25790589,11.66452996,,,,,,,4591
7925,Biomass 22,Bioenergy,Biomass and biogas,PP,DE,0.19,,2006.0,,,51.89890063,8.231966997,,,,,,,4749
7926,Biomass 3,Bioenergy,Biomass and biogas,PP,DE,0.15,,2006.0,,,53.45278686,10.13692183,,,,,,,5882
7927,Biomass 61,Bioenergy,Biomass and biogas,PP,DE,0.345,,2006.0,,,48.20027762,9.967957106,,,,,,,3797
7928,Biomass 13,Bioenergy,Biomass and biogas,PP,DE,0.008,,2006.0,,,48.30398771,7.943582858,,,,,,,3571
7929,Biomass 54,Bioenergy,Biomass and biogas,PP,DE,1.129,,2006.0,,,48.65604347,12.71444648,,,,,,,3394
7930,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.985,,2006.0,,,48.36639675,11.46101689,,,,,,,3376
7931,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.6,,2006.0,,,47.65966349,9.702375231,,,,,,,3779
7932,Biomass 46,Bioenergy,Biomass and biogas,PP,DE,0.012,,2006.0,,,48.0099165,9.648801048,,,,,,,3754
7933,Biomass 55,Bioenergy,Biomass and biogas,PP,DE,0.32,,2006.0,,,49.25493375,11.94194332,,,,,,,4591
7934,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.549,,2006.0,,,52.8331609,12.37310621,,,,,,,4551
7935,Biomass 14,Bioenergy,Biomass and biogas,PP,DE,0.53,,2006.0,,,51.50614361,9.520832263,,,,,,,4881
7936,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.025,,2006.0,,,53.44587968,13.833535,,,,,,,5696
7937,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,1.026,,2006.0,,,52.70354086,8.544698097,,,,,,,5795
7938,Biomass 67,Bioenergy,Biomass and biogas,PP,DE,0.4,,2006.0,,,52.96149612,8.049649936,,,,,,,5790
7939,Biomass 29,Bioenergy,Biomass and biogas,PP,DE,0.4,,2006.0,,,49.21970375,9.695649822,,,,,,,4938
7940,Biomass 29,Bioenergy,Biomass and biogas,PP,DE,0.232,,2006.0,,,51.89453142,7.575076079,,,,,,,4729
7941,Biomass 67,Bioenergy,Biomass and biogas,PP,DE,0.025,,2006.0,,,49.54861045,11.8645851,,,,,,,4590
7942,Biomass 22,Bioenergy,Biomass and biogas,PP,DE,0.526,,2006.0,,,51.76811324,8.550409194,,,,,,,4870
7943,Biomass 28,Bioenergy,Biomass and biogas,PP,DE,1.296,,2006.0,,,54.6940834,9.230393291,,,,,,,5827
7944,Biomass 42,Bioenergy,Biomass and biogas,PP,DE,0.2,,2006.0,,,48.24794158,11.83444747,,,,,,,3379
7945,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.39,,2006.0,,,52.04731484,7.847537234,,,,,,,4729
7946,Biomass 117,Bioenergy,Biomass and biogas,PP,DE,0.067,,2006.0,,,47.93644295,12.72384561,,,,,,,3382
7947,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,53.96784432,8.982471025,,,,,,,5854
7948,Biomass 115,Bioenergy,Biomass and biogas,PP,DE,0.6,,2006.0,,,47.7476091,10.21354832,,,,,,,3806
7949,Biomass 68,Bioenergy,Biomass and biogas,PP,DE,0.1,,2006.0,,,49.97240774,12.16925926,,,,,,,4590
7950,Biomass 56,Bioenergy,Biomass and biogas,PP,DE,0.275,,2006.0,,,49.25790589,11.66452996,,,,,,,4591
7951,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.32,,2006.0,,,52.88351585,10.19267809,,,,,,,5887
7952,Biomass 14,Bioenergy,Biomass and biogas,PP,DE,0.53,,2006.0,,,53.31233,7.767385809,,,,,,,5779
7953,Biomass 38,Bioenergy,Biomass and biogas,PP,DE,0.008,,2006.0,,,47.92550456,10.92760574,,,,,,,3804
7954,Biomass 116,Bioenergy,Biomass and biogas,PP,DE,0.007,,2006.0,,,48.09020203,10.41426259,,,,,,,3806
7955,Biomass 24,Bioenergy,Biomass and biogas,PP,DE,0.18,,2006.0,,,52.317906,7.863158487,,,,,,,4735
7956,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,1.327,,2006.0,,,52.18396012,10.57420931,,,,,,,4891
7957,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.995,,2006.0,,,50.50601081,12.23163588,,,,,,,4586
7958,Biomass 45,Bioenergy,Biomass and biogas,PP,DE,0.022,,2006.0,,,48.27754439,10.76390715,,,,,,,3802
7959,Biomass 2,Bioenergy,Biomass and biogas,PP,DE,1.85,,2006.0,,,53.84025813,9.94458116,,,,,,,5877
7960,Biomass 16,Bioenergy,Biomass and biogas,PP,DE,0.38,,2006.0,,,48.71378275,12.02147388,,,,,,,3380
7961,Biomass 18,Bioenergy,Biomass and biogas,PP,DE,0.38,,2006.0,,,50.13666138,10.62436574,,,,,,,4945
7962,Biomass 46,Bioenergy,Biomass and biogas,PP,DE,0.173,,2006.0,,,48.2876934,10.5469914,,,,,,,3802
7963,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.008,,2006.0,,,50.93315673,12.86960699,,,,,,,4575
7964,Biomass 47,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,48.06177942,9.436337732,,,,,,,3754
7965,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.19,,2006.0,,,49.82030489,7.113019231,,,,,,,4832
7966,Biomass 69,Bioenergy,Biomass and biogas,PP,DE,0.78,,2006.0,,,50.04622206,12.17514782,,,,,,,4590
7967,Biomass 53,Bioenergy,Biomass and biogas,PP,DE,0.671,,2006.0,,,52.00288003,7.342320843,,,,,,,4724
7968,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.347,,2006.0,,,49.82030489,7.113019231,,,,,,,4832
7969,Biomass 54,Bioenergy,Biomass and biogas,PP,DE,0.53,,2006.0,,,52.00288003,7.342320843,,,,,,,4724
7970,Biomass 21,Bioenergy,Biomass and biogas,PP,DE,0.008,,2006.0,,,48.50936104,11.17495795,,,,,,,3375
7971,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,52.70266537,9.067515741,,,,,,,5870
7972,Biomass 18,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,52.03615492,11.26217362,,,,,,,4898
7973,Biomass 65,Bioenergy,Biomass and biogas,PP,DE,1.137,,2006.0,,,48.6552182,13.0648801,,,,,,,3395
7974,Biomass 29,Bioenergy,Biomass and biogas,PP,DE,0.725,,2006.0,,,54.52763261,9.085206794,,,,,,,5827
7975,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.6,,2006.0,,,53.61201858,9.096047762,,,,,,,5853
7976,Biomass 31,Bioenergy,Biomass and biogas,PP,DE,0.025,,2006.0,,,47.70668229,9.842719585,,,,,,,3779
7977,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,1.17,,2006.0,,,52.16137222,9.809842082,,,,,,,4874
7978,Biomass 20,Bioenergy,Biomass and biogas,PP,DE,0.012,,2006.0,,,48.60928961,11.8638501,,,,,,,3374
7979,Biomass 24,Bioenergy,Biomass and biogas,PP,DE,0.25,,2006.0,,,49.99371904,6.222106619,,,,,,,4793
7980,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,53.27913727,9.321984164,,,,,,,5865
7981,Biomass 49,Bioenergy,Biomass and biogas,PP,DE,1.486,,2006.0,,,48.27946417,10.47819404,,,,,,,3795
7982,Biomass 27,Bioenergy,Biomass and biogas,PP,DE,1.886,,2006.0,,,50.70995391,10.23560476,,,,,,,4899
7983,Biomass 39,Bioenergy,Biomass and biogas,PP,DE,0.12,,2006.0,,,48.07792671,11.19909828,,,,,,,3804
7984,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.025,,2006.0,,,47.68426324,8.964140808,,,,,,,3760
7985,Biomass 66,Bioenergy,Biomass and biogas,PP,DE,0.68,,2006.0,,,48.69824296,13.77836475,,,,,,,3395
7986,Biomass 14,Bioenergy,Biomass and biogas,PP,DE,0.37,,2006.0,,,48.34154775,8.078816837,,,,,,,3571
7987,Biomass 18,Bioenergy,Biomass and biogas,PP,DE,2.128,,2006.0,,,52.23952658,7.494648712,,,,,,,4726
7988,Biomass 66,Bioenergy,Biomass and biogas,PP,DE,0.78,,2006.0,,,48.64549474,10.80852113,,,,,,,3799
7989,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.12,,2006.0,,,50.98724336,11.11611586,,,,,,,4556
7990,Biomass 3,Bioenergy,Biomass and biogas,PP,DE,0.716,,2006.0,,,52.08617633,10.13825747,,,,,,,4887
7991,Biomass 14,Bioenergy,Biomass and biogas,PP,DE,0.2,,2006.0,,,53.44422204,7.093025408,,,,,,,5772
7992,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.74,,2006.0,,,54.75615987,9.021524855,,,,,,,5827
7993,Biomass 33,Bioenergy,Biomass and biogas,PP,DE,0.025,,2006.0,,,49.17678002,11.41926719,,,,,,,4589
7994,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.94,,2006.0,,,53.12099909,9.80607283,,,,,,,5880
7995,Biomass 51,Bioenergy,Biomass and biogas,PP,DE,0.16,,2006.0,,,48.46722595,12.70143986,,,,,,,3397
7996,Biomass 129,Bioenergy,Biomass and biogas,PP,DE,1.16,,2006.0,,,49.37663715,10.39035434,,,,,,,4948
7997,Biomass 68,Bioenergy,Biomass and biogas,PP,DE,1.06,,2006.0,,,52.73278617,8.143386134,,,,,,,5790
7998,Biomass 13,Bioenergy,Biomass and biogas,PP,DE,0.25,,2006.0,,,50.17900282,7.039385207,,,,,,,4799
7999,Biomass 50,Bioenergy,Biomass and biogas,PP,DE,0.71,,2006.0,,,48.84279963,10.47510042,,,,,,,3795
8000,Biomass 69,Bioenergy,Biomass and biogas,PP,DE,0.48,,2006.0,,,52.85774849,8.041320049,,,,,,,5790
8001,Biomass 30,Bioenergy,Biomass and biogas,PP,DE,0.055,,2006.0,,,47.79540864,9.699303941,,,,,,,3778
8002,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.46,,2006.0,,,53.91679010000001,12.33427452,,,,,,,5684
8003,Biomass 43,Bioenergy,Biomass and biogas,PP,DE,0.36,,2006.0,,,48.27779635,11.80018232,,,,,,,3379
8004,Biomass 16,Bioenergy,Biomass and biogas,PP,DE,0.025,,2006.0,,,48.41546051,8.295185243,,,,,,,3573
8005,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,3.072,,2006.0,,,51.52244545,14.02285611,,,,,,,4625
8006,Biomass 31,Bioenergy,Biomass and biogas,PP,DE,0.37,,2006.0,,,54.64062689,8.920312799,,,,,,,5827
8007,Biomass 57,Bioenergy,Biomass and biogas,PP,DE,0.32,,2006.0,,,49.25790589,11.66452996,,,,,,,4591
8008,Biomass 4,Bioenergy,Biomass and biogas,PP,DE,0.25,,2006.0,,,51.20766959,13.28849209,,,,,,,4576
8009,Biomass 44,Bioenergy,Biomass and biogas,PP,DE,0.526,,2006.0,,,48.20171927,11.78312519,,,,,,,3379
8010,Biomass 23,Bioenergy,Biomass and biogas,PP,DE,0.19,,2006.0,,,51.54640163,8.323823443,,,,,,,4749
8011,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.38,,2006.0,,,48.56118756,12.56799356,,,,,,,3381
8012,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.25,,2006.0,,,50.66745439,13.33151712,,,,,,,4575
8013,Biomass 5,Bioenergy,Biomass and biogas,PP,DE,0.59,,2006.0,,,51.20766959,13.28849209,,,,,,,4576
8014,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,53.26626291,7.913573235,,,,,,,5791
8015,Biomass 57,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,49.07856894,9.9867962,,,,,,,3792
8016,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.537,,2006.0,,,53.34505251,11.46446409,,,,,,,5679
8017,Biomass 15,Bioenergy,Biomass and biogas,PP,DE,0.98,,2006.0,,,53.55544225,7.862106548,,,,,,,5779
8018,Biomass 17,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,53.75106072,13.31028713,,,,,,,5692
8019,Biomass 66,Bioenergy,Biomass and biogas,PP,DE,0.1,,2006.0,,,47.86697633,11.59289399,,,,,,,3391
8020,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.45,,2006.0,,,51.2548313,14.20544594,,,,,,,4625
8021,Biomass 2,Bioenergy,Sewage and landfill gas,PP,DE,0.078,,2006.0,,,50.21378442,8.562491697,,,,,,,4904
8022,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,5.36,,2006.0,,,51.02000099,11.81572007,,,,,,,4558
8023,Biomass 23,Bioenergy,Biomass and biogas,PP,DE,0.615,,2006.0,,,51.64599663,8.771798292,,,,,,,4870
8024,Biomass 70,Bioenergy,Biomass and biogas,PP,DE,0.3,,2006.0,,,52.99449337,7.833254611,,,,,,,5790
8025,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,0.536,,2006.0,,,53.16045791,11.69596774,,,,,,,5688
8026,Biomass 51,Bioenergy,Biomass and biogas,PP,DE,0.12,,2006.0,,,48.71305375,10.38550741,,,,,,,3795
8027,Biomass 71,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,53.05434613,8.155654366,,,,,,,5790
8028,Biomass 22,Bioenergy,Biomass and biogas,PP,DE,0.012,,2006.0,,,48.38969603,11.16417143,,,,,,,3375
8029,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.7,,2006.0,,,51.52927392,13.14581205,,,,,,,4566
8030,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.252,,2006.0,,,52.92153384,7.529849063,,,,,,,5786
8031,Biomass 45,Bioenergy,Biomass and biogas,PP,DE,0.541,,2006.0,,,48.05779446,9.845975567,,,,,,,3796
8032,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.795,,2006.0,,,51.44496732,8.849161414,,,,,,,4877
8033,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,51.76616018,8.037734875,,,,,,,4743
8034,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.526,,2006.0,,,50.42453217,10.71317511,,,,,,,4944
8035,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.0055,,2006.0,,,47.56377323,7.937775909,,,,,,,3597
8036,Biomass 5,Bioenergy,Biomass and biogas,PP,DE,0.515,,2006.0,,,48.39844268,11.62054369,,,,,,,3378
8037,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.716,,2006.0,,,48.88993263,12.01540108,,,,,,,4593
8038,Biomass 19,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,52.13504629,7.748840132,,,,,,,4726
8039,Biomass 46,Bioenergy,Biomass and biogas,PP,DE,1.542,,2006.0,,,48.26340298,9.902679438,,,,,,,3796
8040,Biomass 14,Bioenergy,Biomass and biogas,PP,DE,0.3,,2006.0,,,50.08125579999999,7.27509985,,,,,,,4799
8041,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,0.195,,2006.0,,,50.75799434,9.843270272,,,,,,,4885
8042,Biomass 47,Bioenergy,Biomass and biogas,PP,DE,0.442,,2006.0,,,48.26340298,9.902679438,,,,,,,3796
8043,Biomass 48,Bioenergy,Biomass and biogas,PP,DE,0.005,,2006.0,,,48.22641438,9.862982879,,,,,,,3796
8044,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,51.03513512,9.667265595,,,,,,,4885
8045,Biomass 32,Bioenergy,Biomass and biogas,PP,DE,0.42,,2006.0,,,47.70131822,9.940381713,,,,,,,3779
8046,Biomass 34,Bioenergy,Biomass and biogas,PP,DE,1.21,,2006.0,,,49.43287441,11.61195708,,,,,,,4589
8047,Biomass 55,Bioenergy,Biomass and biogas,PP,DE,0.4,,2006.0,,,49.02545692,12.53786602,,,,,,,3394
8048,Biomass 12,Bioenergy,Biomass and biogas,PP,DE,0.531,,2006.0,,,53.69031712,11.12184511,,,,,,,7052
8049,Biomass 5,Bioenergy,Biomass and biogas,PP,DE,0.008,,2006.0,,,49.00983521,9.281810892,,,,,,,4936
8050,Biomass 15,Bioenergy,Biomass and biogas,PP,DE,0.005,,2006.0,,,48.59763018,7.850726018,,,,,,,3571
8051,Biomass 31,Bioenergy,Biomass and biogas,PP,DE,0.43,,2006.0,,,47.88372574,8.905649438,,,,,,,3760
8052,Biomass 4,Bioenergy,Biomass and biogas,PP,DE,0.549,,2006.0,,,52.20092372,10.18226363,,,,,,,4887
8053,Biomass 32,Bioenergy,Biomass and biogas,PP,DE,0.562,,2006.0,,,54.82678946,9.168991985,,,,,,,5827
8054,Biomass 67,Bioenergy,Biomass and biogas,PP,DE,0.19,,2006.0,,,48.81166154,13.45629057,,,,,,,3395
8055,Biomass 7,Bioenergy,Sewage and landfill gas,PP,DE,0.347,,2006.0,,,51.78177436,14.34025333,,,,,,,4620
8056,Biomass 58,Bioenergy,Biomass and biogas,PP,DE,0.53,,2006.0,,,49.0257222,10.13140768,,,,,,,3792
8057,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,0.825,,2006.0,,,53.53129825,11.07367751,,,,,,,5679
8058,Biomass 68,Bioenergy,Biomass and biogas,PP,DE,0.685,,2006.0,,,48.55059742,12.96754754,,,,,,,3395
8059,Biomass 58,Bioenergy,Biomass and biogas,PP,DE,0.18,,2006.0,,,49.25790589,11.66452996,,,,,,,4591
8060,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.537,,2006.0,,,51.1647534,10.83122829,,,,,,,4900
8061,Biomass 13,Bioenergy,Biomass and biogas,PP,DE,0.216,,2006.0,,,50.84889657,13.30515445,,,,,,,4574
8062,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,1.25,,2006.0,,,50.6023084,6.336727174,,,,,,,4690
8063,Biomass 117,Bioenergy,Biomass and biogas,PP,DE,0.415,,2006.0,,,47.92701286,10.20402541,,,,,,,3806
8064,Biomass 118,Bioenergy,Biomass and biogas,PP,DE,0.2,,2006.0,,,48.04629928,12.73916845,,,,,,,3382
8065,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,0.549,,2006.0,,,53.33163536,14.32975867,,,,,,,5696
8066,Biomass 8,Bioenergy,Biomass and biogas,PP,DE,0.7,,2006.0,,,52.06448679,9.606785649,,,,,,,4874
8067,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,1.33,,2006.0,,,52.00635853,9.690596221,,,,,,,4874
8068,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.64,,2006.0,,,52.06448679,9.606785649,,,,,,,4874
8069,Biomass 15,Bioenergy,Biomass and biogas,PP,DE,0.499,,2006.0,,,53.51547120000001,7.515978204,,,,,,,5772
8070,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,52.00635853,9.690596221,,,,,,,4874
8071,Biomass 72,Bioenergy,Biomass and biogas,PP,DE,0.3,,2006.0,,,52.87421198,7.902415242,,,,,,,5790
8072,Biomass 23,Bioenergy,Biomass and biogas,PP,DE,0.02,,2006.0,,,48.39105715,11.23789833,,,,,,,3375
8073,Biomass 6,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,51.3855275,12.80026439,,,,,,,4569
8074,Biomass 26,Bioenergy,Biomass and biogas,PP,DE,1.56,,2006.0,,,53.32952378,9.864367434,,,,,,,5880
8075,Biomass 19,Bioenergy,Biomass and biogas,PP,DE,0.549,,2006.0,,,47.62860731,8.49061728,,,,,,,3601
8076,Biomass 47,Bioenergy,Biomass and biogas,PP,DE,0.75,,2006.0,,,48.22742994,10.54463611,,,,,,,3802
8077,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.55,,2006.0,,,52.56853852,7.510598801,,,,,,,4723
8078,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,1.102,,2006.0,,,51.28687618,12.70354411,,,,,,,4569
8079,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,1.9,,2006.0,,,51.09715464,11.09552299,,,,,,,4556
8080,Biomass 11,Bioenergy,Biomass and biogas,PP,DE,0.625,,2006.0,,,52.56853852,7.510598801,,,,,,,4723
8081,Biomass 52,Bioenergy,Biomass and biogas,PP,DE,0.2,,2006.0,,,48.44098668,12.95760543,,,,,,,3397
8082,Biomass 49,Bioenergy,Biomass and biogas,PP,DE,0.192,,2006.0,,,48.43834561,9.87275029,,,,,,,3796
8083,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.25,,2006.0,,,52.85296517,8.738710012,,,,,,,5869
8084,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,0.13,,2006.0,,,50.58002658,11.50303541,,,,,,,4582
8085,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.43,,2006.0,,,48.51461174,9.615022525,,,,,,,3753
8086,Biomass 33,Bioenergy,Biomass and biogas,PP,DE,1.07,,2006.0,,,54.76765126,8.769788256,,,,,,,5827
8087,Biomass 45,Bioenergy,Biomass and biogas,PP,DE,0.1,,2006.0,,,48.19415649,12.0594816,,,,,,,3379
8088,Biomass 7,Bioenergy,Biomass and biogas,PP,DE,1.751,,2006.0,,,52.42095396,12.77126814,,,,,,,5698
8089,Biomass 12,Bioenergy,Biomass and biogas,PP,DE,0.538,,2006.0,,,51.97647175,9.996278077,,,,,,,4874
8090,Biomass 24,Bioenergy,Biomass and biogas,PP,DE,0.537,,2006.0,,,51.54640163,8.323823443,,,,,,,4749
8091,Biomass 4,Bioenergy,Biomass and biogas,PP,DE,1.692,,2006.0,,,51.05049626,12.57838891,,,,,,,4570
8092,Biomass 25,Bioenergy,Biomass and biogas,PP,DE,0.42,,2006.0,,,51.54640163,8.323823443,,,,,,,4749
8093,Biomass 46,Bioenergy,Biomass and biogas,PP,DE,0.185,,2006.0,,,48.16838773,11.79894928,,,,,,,3379
8094,Biomass 12,Bioenergy,Biomass and biogas,PP,DE,0.27,,2006.0,,,52.35660858,7.210841082,,,,,,,4723
8095,Biomass 48,Bioenergy,Biomass and biogas,PP,DE,0.373,,2006.0,,,50.32204986,11.75550513,,,,,,,4585
8096,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.33,,2006.0,,,49.60854081,8.641149612,,,,,,,4921
8097,Biomass 10,Bioenergy,Biomass and biogas,PP,DE,0.549,,2006.0,,,52.33630744,12.70275068,,,,,,,4551
8098,Biomass 12,Bioenergy,Biomass and biogas,PP,DE,1.504,,2006.0,,,52.96410568,8.429877403,,,,,,,5867
8099,Biomass 70,Bioenergy,Biomass and biogas,PP,DE,0.276,,2006.0,,,49.8110398,12.15687994,,,,,,,4590
8100,Biomass 9,Bioenergy,Biomass and biogas,PP,DE,0.5,,2006.0,,,48.26512721,11.37869133,,,,,,,3376
8101,Biomass 119,Bioenergy,Biomass and biogas,PP,DE,1.255,,2006.0,,,48.02042067,12.57873944,,,,,,,3382
8102,Biomass 20,Bioenergy,Biomass and biogas,PP,DE,0.011,,2006.0,,,48.34008771,9.351154373,,,,,,,3752
8103,Biomass 35,Bioenergy,Biomass and biogas,PP,DE,0.1,,2006.0,,,49.66005671,11.24547628,,,,,,,4589
8104,Biomass 2,Bioenergy,Biomass and biogas,PP,DE,0.24,,2006.0,,,52.1990611,8.830408396,,,,,,,4863
